5/7/2026,3710,Consolation
5/7/2026,4628,Consolation
5/7/2026,4924,Consolation
5/7/2026,5568,Consolation
5/7/2026,5926,Consolation
5/7/2026,9707,Consolation
4/7/2026,4230,1st
4/7/2026,1610,2nd
4/7/2026,2014,3rd
4/7/2026,6,Starter
4/7/2026,598,Starter
4/7/2026,607,Starter
4/7/2026,2189,Starter
4/7/2026,2902,Starter
4/7/2026,3228,Starter
4/7/2026,3733,Starter
4/7/2026,3847,Starter
4/7/2026,3950,Starter
4/7/2026,7643,Starter
4/7/2026,1464,Consolation
4/7/2026,1826,Consolation
4/7/2026,2013,Consolation
4/7/2026,4717,Consolation
4/7/2026,6799,Consolation
4/7/2026,7071,Consolation
4/7/2026,7537,Consolation
4/7/2026,8303,Consolation
4/7/2026,9167,Consolation
4/7/2026,9659,Consolation
1/7/2026,6428,1st
1/7/2026,6234,2nd
1/7/2026,9596,3rd
1/7/2026,6543,Starter
1/7/2026,9796,Starter
1/7/2026,7638,Starter
1/7/2026,9818,Starter
1/7/2026,7680,Starter
1/7/2026,927,Starter
1/7/2026,7902,Starter
1/7/2026,4561,Starter
1/7/2026,8886,Starter
1/7/2026,5664,Starter
1/7/2026,2534,Consolation
1/7/2026,9386,Consolation
1/7/2026,1242,Consolation
1/7/2026,707,Consolation
1/7/2026,4828,Consolation
1/7/2026,8506,Consolation
1/7/2026,9180,Consolation
1/7/2026,7927,Consolation
1/7/2026,3674,Consolation
1/7/2026,1722,Consolation
28/6/2026,1563,1st
28/6/2026,5604,2nd
28/6/2026,3531,3rd
28/6/2026,131,Starter
28/6/2026,1203,Starter
28/6/2026,3915,Starter
28/6/2026,4718,Starter
28/6/2026,4788,Starter
28/6/2026,4867,Starter
28/6/2026,5473,Starter
28/6/2026,7149,Starter
28/6/2026,9414,Starter
28/6/2026,9893,Starter
28/6/2026,503,Consolation
28/6/2026,1353,Consolation
28/6/2026,1564,Consolation
28/6/2026,1592,Consolation
28/6/2026,1638,Consolation
28/6/2026,1948,Consolation
28/6/2026,2562,Consolation
28/6/2026,5897,Consolation
28/6/2026,7971,Consolation
28/6/2026,9763,Consolation
27/6/2026,5286,1st
27/6/2026,7885,2nd
27/6/2026,2103,3rd
27/6/2026,1092,Starter
27/6/2026,3142,Starter
27/6/2026,4964,Starter
27/6/2026,6094,Starter
27/6/2026,6299,Starter
27/6/2026,6936,Starter
27/6/2026,7299,Starter
27/6/2026,9006,Starter
27/6/2026,9310,Starter
27/6/2026,9706,Starter
27/6/2026,1122,Consolation
27/6/2026,1713,Consolation
27/6/2026,1940,Consolation
27/6/2026,3972,Consolation
27/6/2026,4330,Consolation
27/6/2026,4937,Consolation
27/6/2026,5950,Consolation
27/6/2026,7218,Consolation
27/6/2026,8149,Consolation
27/6/2026,8474,Consolation
24/6/2026,5950,1st
24/6/2026,2916,2nd
24/6/2026,1793,3rd
24/6/2026,398,Starter
24/6/2026,733,Starter
24/6/2026,1847,Starter
24/6/2026,2323,Starter
24/6/2026,3258,Starter
24/6/2026,4347,Starter
24/6/2026,4683,Starter
24/6/2026,6302,Starter
24/6/2026,8801,Starter
24/6/2026,9756,Starter
24/6/2026,1939,Consolation
24/6/2026,2196,Consolation
24/6/2026,2645,Consolation
24/6/2026,2847,Consolation
24/6/2026,4532,Consolation
24/6/2026,5395,Consolation
24/6/2026,6654,Consolation
24/6/2026,6718,Consolation
24/6/2026,8255,Consolation
24/6/2026,8838,Consolation
21/6/2026,257,1st
21/6/2026,3416,2nd
21/6/2026,9162,3rd
21/6/2026,2763,Starter
21/6/2026,3432,Starter
21/6/2026,4071,Starter
21/6/2026,5291,Starter
21/6/2026,5347,Starter
21/6/2026,5680,Starter
21/6/2026,6957,Starter
21/6/2026,7789,Starter
21/6/2026,9092,Starter
21/6/2026,9725,Starter
21/6/2026,1885,Consolation
21/6/2026,2213,Consolation
21/6/2026,2706,Consolation
21/6/2026,2730,Consolation
21/6/2026,4267,Consolation
21/6/2026,4731,Consolation
21/6/2026,7957,Consolation
21/6/2026,8910,Consolation
21/6/2026,8986,Consolation
21/6/2026,9296,Consolation
20/6/2026,9954,1st
20/6/2026,2614,2nd
20/6/2026,6272,3rd
20/6/2026,324,Starter
20/6/2026,327,Starter
20/6/2026,1364,Starter
20/6/2026,1835,Starter
20/6/2026,3726,Starter
20/6/2026,3800,Starter
20/6/2026,5816,Starter
20/6/2026,6608,Starter
20/6/2026,6989,Starter
20/6/2026,9564,Starter
20/6/2026,62,Consolation
20/6/2026,219,Consolation
20/6/2026,445,Consolation
20/6/2026,4693,Consolation
20/6/2026,6118,Consolation
20/6/2026,6424,Consolation
20/6/2026,7552,Consolation
20/6/2026,8286,Consolation
20/6/2026,8663,Consolation
20/6/2026,8916,Consolation
17/6/2026,4505,1st
17/6/2026,3831,2nd
17/6/2026,8219,3rd
17/6/2026,1111,Starter
17/6/2026,1389,Starter
17/6/2026,2071,Starter
17/6/2026,2658,Starter
17/6/2026,4249,Starter
17/6/2026,6510,Starter
17/6/2026,6515,Starter
17/6/2026,6663,Starter
17/6/2026,7412,Starter
17/6/2026,7776,Starter
17/6/2026,374,Consolation
17/6/2026,2255,Consolation
17/6/2026,2426,Consolation
17/6/2026,3022,Consolation
17/6/2026,3066,Consolation
17/6/2026,3334,Consolation
17/6/2026,6065,Consolation
17/6/2026,6322,Consolation
17/6/2026,8999,Consolation
17/6/2026,9964,Consolation
14/6/2026,4048,1st
14/6/2026,6689,2nd
14/6/2026,6318,3rd
14/6/2026,405,Starter
14/6/2026,1210,Starter
14/6/2026,3160,Starter
14/6/2026,4345,Starter
14/6/2026,4433,Starter
14/6/2026,6088,Starter
14/6/2026,8476,Starter
14/6/2026,9291,Starter
14/6/2026,9397,Starter
14/6/2026,9750,Starter
14/6/2026,669,Consolation
14/6/2026,949,Consolation
14/6/2026,2086,Consolation
14/6/2026,2251,Consolation
14/6/2026,3185,Consolation
14/6/2026,4202,Consolation
14/6/2026,7003,Consolation
14/6/2026,7035,Consolation
14/6/2026,8627,Consolation
14/6/2026,9339,Consolation
13/6/2026,5478,1st
13/6/2026,8081,2nd
13/6/2026,6943,3rd
13/6/2026,136,Starter
13/6/2026,376,Starter
13/6/2026,1350,Starter
13/6/2026,3478,Starter
13/6/2026,5827,Starter
13/6/2026,6189,Starter
13/6/2026,6812,Starter
13/6/2026,7436,Starter
13/6/2026,8039,Starter
13/6/2026,8665,Starter
13/6/2026,625,Consolation
13/6/2026,1007,Consolation
13/6/2026,1545,Consolation
13/6/2026,2122,Consolation
13/6/2026,2241,Consolation
13/6/2026,3671,Consolation
13/6/2026,5055,Consolation
13/6/2026,5315,Consolation
13/6/2026,9378,Consolation
13/6/2026,9949,Consolation
10/6/2026,1622,1st
10/6/2026,2601,2nd
10/6/2026,2553,3rd
10/6/2026,1046,Starter
10/6/2026,5822,Starter
10/6/2026,5970,Starter
10/6/2026,6293,Starter
10/6/2026,7177,Starter
10/6/2026,7415,Starter
10/6/2026,8931,Starter
10/6/2026,9046,Starter
10/6/2026,9106,Starter
10/6/2026,9435,Starter
10/6/2026,173,Consolation
10/6/2026,2225,Consolation
10/6/2026,2903,Consolation
10/6/2026,3014,Consolation
10/6/2026,4175,Consolation
10/6/2026,6341,Consolation
10/6/2026,6672,Consolation
10/6/2026,7434,Consolation
10/6/2026,7543,Consolation
10/6/2026,8414,Consolation
7/6/2026,735,1st
7/6/2026,1094,2nd
7/6/2026,9296,3rd
7/6/2026,247,Starter
7/6/2026,1076,Starter
7/6/2026,1440,Starter
7/6/2026,1700,Starter
7/6/2026,2146,Starter
7/6/2026,2385,Starter
7/6/2026,2839,Starter
7/6/2026,9001,Starter
7/6/2026,9316,Starter
7/6/2026,9936,Starter
7/6/2026,910,Consolation
7/6/2026,1166,Consolation
7/6/2026,4591,Consolation
7/6/2026,5178,Consolation
7/6/2026,5193,Consolation
7/6/2026,5754,Consolation
7/6/2026,7638,Consolation
7/6/2026,7878,Consolation
7/6/2026,8297,Consolation
7/6/2026,8473,Consolation
6/6/2026,5974,1st
6/6/2026,196,2nd
6/6/2026,4220,3rd
6/6/2026,546,Starter
6/6/2026,940,Starter
6/6/2026,2056,Starter
6/6/2026,2419,Starter
6/6/2026,4371,Starter
6/6/2026,4638,Starter
6/6/2026,6146,Starter
6/6/2026,7680,Starter
6/6/2026,9420,Starter
6/6/2026,9554,Starter
6/6/2026,14,Consolation
6/6/2026,313,Consolation
6/6/2026,465,Consolation
6/6/2026,871,Consolation
6/6/2026,4063,Consolation
6/6/2026,4866,Consolation
6/6/2026,6153,Consolation
6/6/2026,8059,Consolation
6/6/2026,9076,Consolation
6/6/2026,9178,Consolation
3/6/2026,2414,1st
3/6/2026,8613,2nd
3/6/2026,2868,3rd
3/6/2026,126,Starter
3/6/2026,171,Starter
3/6/2026,949,Starter
3/6/2026,1212,Starter
3/6/2026,1375,Starter
3/6/2026,2292,Starter
3/6/2026,2354,Starter
3/6/2026,3121,Starter
3/6/2026,8707,Starter
3/6/2026,8834,Starter
3/6/2026,637,Consolation
3/6/2026,3753,Consolation
3/6/2026,4160,Consolation
3/6/2026,4542,Consolation
3/6/2026,5459,Consolation
3/6/2026,5865,Consolation
3/6/2026,6360,Consolation
3/6/2026,6572,Consolation
3/6/2026,8376,Consolation
3/6/2026,9038,Consolation
31/5/2026,1869,1st
31/5/2026,7776,2nd
31/5/2026,8675,3rd
31/5/2026,1332,Starter
31/5/2026,2810,Starter
31/5/2026,3424,Starter
31/5/2026,5533,Starter
31/5/2026,5536,Starter
31/5/2026,6648,Starter
31/5/2026,7367,Starter
31/5/2026,8915,Starter
31/5/2026,9392,Starter
31/5/2026,9851,Starter
31/5/2026,564,Consolation
31/5/2026,1041,Consolation
31/5/2026,2266,Consolation
31/5/2026,3995,Consolation
31/5/2026,4402,Consolation
31/5/2026,8424,Consolation
31/5/2026,8596,Consolation
31/5/2026,8811,Consolation
31/5/2026,9732,Consolation
31/5/2026,9937,Consolation
30/5/2026,9806,1st
30/5/2026,9130,2nd
30/5/2026,4930,3rd
30/5/2026,802,Starter
30/5/2026,1076,Starter
30/5/2026,2124,Starter
30/5/2026,3375,Starter
30/5/2026,4025,Starter
30/5/2026,5959,Starter
30/5/2026,7425,Starter
30/5/2026,8498,Starter
30/5/2026,8560,Starter
30/5/2026,8899,Starter
30/5/2026,326,Consolation
30/5/2026,376,Consolation
30/5/2026,590,Consolation
30/5/2026,592,Consolation
30/5/2026,1039,Consolation
30/5/2026,2055,Consolation
30/5/2026,2677,Consolation
30/5/2026,5658,Consolation
30/5/2026,7365,Consolation
30/5/2026,7709,Consolation
27/5/2026,1516,1st
27/5/2026,6093,2nd
27/5/2026,1415,3rd
27/5/2026,334,Starter
27/5/2026,727,Starter
27/5/2026,846,Starter
27/5/2026,1723,Starter
27/5/2026,2143,Starter
27/5/2026,3741,Starter
27/5/2026,6599,Starter
27/5/2026,7281,Starter
27/5/2026,7883,Starter
27/5/2026,9716,Starter
27/5/2026,508,Consolation
27/5/2026,1858,Consolation
27/5/2026,4099,Consolation
27/5/2026,4216,Consolation
27/5/2026,4368,Consolation
27/5/2026,7116,Consolation
27/5/2026,7122,Consolation
27/5/2026,8107,Consolation
27/5/2026,8924,Consolation
27/5/2026,9681,Consolation
24/5/2026,7758,1st
24/5/2026,5499,2nd
24/5/2026,2847,3rd
24/5/2026,2668,Starter
24/5/2026,3546,Starter
24/5/2026,3745,Starter
24/5/2026,3787,Starter
24/5/2026,5918,Starter
24/5/2026,6392,Starter
24/5/2026,7101,Starter
24/5/2026,7874,Starter
24/5/2026,7953,Starter
24/5/2026,8473,Starter
24/5/2026,15,Consolation
24/5/2026,2893,Consolation
24/5/2026,3509,Consolation
24/5/2026,3799,Consolation
24/5/2026,4044,Consolation
24/5/2026,5266,Consolation
24/5/2026,6454,Consolation
24/5/2026,7232,Consolation
24/5/2026,7884,Consolation
24/5/2026,8732,Consolation
23/5/2026,2176,1st
23/5/2026,3757,2nd
23/5/2026,1899,3rd
23/5/2026,443,Starter
23/5/2026,1461,Starter
23/5/2026,2376,Starter
23/5/2026,4794,Starter
23/5/2026,4885,Starter
23/5/2026,5414,Starter
23/5/2026,6840,Starter
23/5/2026,6858,Starter
23/5/2026,8600,Starter
23/5/2026,9074,Starter
23/5/2026,1521,Consolation
23/5/2026,2063,Consolation
23/5/2026,2127,Consolation
23/5/2026,2904,Consolation
23/5/2026,3368,Consolation
23/5/2026,6264,Consolation
23/5/2026,6351,Consolation
23/5/2026,6697,Consolation
23/5/2026,7515,Consolation
23/5/2026,8994,Consolation
20/5/2026,7699,1st
20/5/2026,9517,2nd
20/5/2026,8945,3rd
20/5/2026,1117,Starter
20/5/2026,2873,Starter
20/5/2026,3075,Starter
20/5/2026,3722,Starter
20/5/2026,5479,Starter
20/5/2026,5720,Starter
20/5/2026,7057,Starter
20/5/2026,8567,Starter
20/5/2026,8736,Starter
20/5/2026,8812,Starter
20/5/2026,582,Consolation
20/5/2026,706,Consolation
20/5/2026,2066,Consolation
20/5/2026,2314,Consolation
20/5/2026,2937,Consolation
20/5/2026,4355,Consolation
20/5/2026,4683,Consolation
20/5/2026,7416,Consolation
20/5/2026,9345,Consolation
20/5/2026,9442,Consolation
17/5/2026,368,1st
17/5/2026,8885,2nd
17/5/2026,4558,3rd
17/5/2026,777,Starter
17/5/2026,1776,Starter
17/5/2026,4532,Starter
17/5/2026,5227,Starter
17/5/2026,6823,Starter
17/5/2026,7075,Starter
17/5/2026,8441,Starter
17/5/2026,8802,Starter
17/5/2026,9205,Starter
17/5/2026,9672,Starter
17/5/2026,1871,Consolation
17/5/2026,2337,Consolation
17/5/2026,2662,Consolation
17/5/2026,3287,Consolation
17/5/2026,3608,Consolation
17/5/2026,5711,Consolation
17/5/2026,5975,Consolation
17/5/2026,6381,Consolation
17/5/2026,9826,Consolation
17/5/2026,9897,Consolation
16/5/2026,2735,1st
16/5/2026,5857,2nd
16/5/2026,5182,3rd
16/5/2026,2692,Starter
16/5/2026,2805,Starter
16/5/2026,5208,Starter
16/5/2026,5291,Starter
16/5/2026,6670,Starter
16/5/2026,7746,Starter
16/5/2026,8571,Starter
16/5/2026,8886,Starter
16/5/2026,9635,Starter
16/5/2026,9893,Starter
16/5/2026,2274,Consolation
16/5/2026,2834,Consolation
16/5/2026,3678,Consolation
16/5/2026,4908,Consolation
16/5/2026,5814,Consolation
16/5/2026,5862,Consolation
16/5/2026,7216,Consolation
16/5/2026,9071,Consolation
16/5/2026,9608,Consolation
16/5/2026,3287,Consolation
13/5/2026,672,1st
13/5/2026,496,2nd
13/5/2026,6465,3rd
13/5/2026,1457,Starter
13/5/2026,2132,Starter
13/5/2026,3540,Starter
13/5/2026,6166,Starter
13/5/2026,6847,Starter
13/5/2026,7733,Starter
13/5/2026,7865,Starter
13/5/2026,8087,Starter
13/5/2026,8229,Starter
13/5/2026,9026,Starter
13/5/2026,391,Consolation
13/5/2026,1374,Consolation
13/5/2026,1527,Consolation
13/5/2026,1663,Consolation
13/5/2026,2359,Consolation
13/5/2026,3819,Consolation
13/5/2026,5008,Consolation
13/5/2026,5031,Consolation
13/5/2026,7646,Consolation
13/5/2026,8003,Consolation
10/5/2026,7517,1st
10/5/2026,1486,2nd
10/5/2026,4814,3rd
10/5/2026,47,Starter
10/5/2026,81,Starter
10/5/2026,327,Starter
10/5/2026,431,Starter
10/5/2026,2259,Starter
10/5/2026,2585,Starter
10/5/2026,5535,Starter
10/5/2026,6906,Starter
10/5/2026,7976,Starter
10/5/2026,9624,Starter
10/5/2026,17,Consolation
10/5/2026,738,Consolation
10/5/2026,1079,Consolation
10/5/2026,2171,Consolation
10/5/2026,2441,Consolation
10/5/2026,2679,Consolation
10/5/2026,2994,Consolation
10/5/2026,4979,Consolation
10/5/2026,6948,Consolation
10/5/2026,8281,Consolation
9/5/2026,5479,1st
9/5/2026,5740,2nd
9/5/2026,3253,3rd
9/5/2026,157,Starter
9/5/2026,1221,Starter
9/5/2026,1350,Starter
9/5/2026,2482,Starter
9/5/2026,3017,Starter
9/5/2026,3072,Starter
9/5/2026,4379,Starter
9/5/2026,5946,Starter
9/5/2026,9690,Starter
9/5/2026,9929,Starter
9/5/2026,816,Consolation
9/5/2026,1716,Consolation
9/5/2026,1805,Consolation
9/5/2026,2203,Consolation
9/5/2026,2587,Consolation
9/5/2026,3337,Consolation
9/5/2026,3669,Consolation
9/5/2026,4878,Consolation
9/5/2026,5828,Consolation
9/5/2026,8521,Consolation
6/5/2026,3361,1st
6/5/2026,1192,2nd
6/5/2026,8197,3rd
6/5/2026,759,Starter
6/5/2026,1263,Starter
6/5/2026,2669,Starter
6/5/2026,3707,Starter
6/5/2026,5141,Starter
6/5/2026,6043,Starter
6/5/2026,6446,Starter
6/5/2026,6795,Starter
6/5/2026,8773,Starter
6/5/2026,8992,Starter
6/5/2026,1585,Consolation
6/5/2026,1612,Consolation
6/5/2026,2778,Consolation
6/5/2026,3062,Consolation
6/5/2026,4651,Consolation
6/5/2026,6123,Consolation
6/5/2026,7092,Consolation
6/5/2026,8016,Consolation
6/5/2026,8395,Consolation
6/5/2026,9696,Consolation
3/5/2026,6303,1st
3/5/2026,5282,2nd
3/5/2026,6943,3rd
3/5/2026,773,Starter
3/5/2026,1703,Starter
3/5/2026,3869,Starter
3/5/2026,4550,Starter
3/5/2026,4899,Starter
3/5/2026,7136,Starter
3/5/2026,8197,Starter
3/5/2026,8810,Starter
3/5/2026,9048,Starter
3/5/2026,9907,Starter
3/5/2026,1036,Consolation
3/5/2026,1247,Consolation
3/5/2026,1559,Consolation
3/5/2026,1637,Consolation
3/5/2026,2195,Consolation
3/5/2026,2691,Consolation
3/5/2026,3379,Consolation
3/5/2026,8204,Consolation
3/5/2026,9629,Consolation
3/5/2026,9812,Consolation
2/5/2026,2300,1st
2/5/2026,8464,2nd
2/5/2026,4803,3rd
2/5/2026,705,Starter
2/5/2026,855,Starter
2/5/2026,1297,Starter
2/5/2026,1337,Starter
2/5/2026,2506,Starter
2/5/2026,2660,Starter
2/5/2026,6208,Starter
2/5/2026,6677,Starter
2/5/2026,6989,Starter
2/5/2026,9480,Starter
2/5/2026,642,Consolation
2/5/2026,907,Consolation
2/5/2026,1349,Consolation
2/5/2026,2588,Consolation
2/5/2026,3481,Consolation
2/5/2026,4359,Consolation
2/5/2026,4511,Consolation
2/5/2026,5027,Consolation
2/5/2026,5868,Consolation
2/5/2026,6017,Consolation
29/4/2026,1167,1st
29/4/2026,5729,2nd
29/4/2026,8464,3rd
29/4/2026,2694,Starter
29/4/2026,5273,Starter
29/4/2026,6515,Starter
29/4/2026,7008,Starter
29/4/2026,7567,Starter
29/4/2026,7893,Starter
29/4/2026,9323,Starter
29/4/2026,9427,Starter
29/4/2026,9443,Starter
29/4/2026,9746,Starter
29/4/2026,412,Consolation
29/4/2026,1066,Consolation
29/4/2026,4192,Consolation
29/4/2026,4551,Consolation
29/4/2026,6935,Consolation
29/4/2026,8335,Consolation
29/4/2026,8380,Consolation
29/4/2026,8896,Consolation
29/4/2026,8934,Consolation
29/4/2026,9312,Consolation
26/4/2026,7937,1st
26/4/2026,5970,2nd
26/4/2026,6226,3rd
26/4/2026,392,Starter
26/4/2026,537,Starter
26/4/2026,1395,Starter
26/4/2026,4297,Starter
26/4/2026,5365,Starter
26/4/2026,6662,Starter
26/4/2026,7226,Starter
26/4/2026,7387,Starter
26/4/2026,7618,Starter
26/4/2026,9496,Starter
26/4/2026,897,Consolation
26/4/2026,2492,Consolation
26/4/2026,4036,Consolation
26/4/2026,4736,Consolation
26/4/2026,7069,Consolation
26/4/2026,7273,Consolation
26/4/2026,8977,Consolation
26/4/2026,9351,Consolation
26/4/2026,9398,Consolation
26/4/2026,9777,Consolation
25/4/2026,9950,1st
25/4/2026,6,2nd
25/4/2026,6097,3rd
25/4/2026,483,Starter
25/4/2026,1787,Starter
25/4/2026,3326,Starter
25/4/2026,5002,Starter
25/4/2026,5025,Starter
25/4/2026,5247,Starter
25/4/2026,5798,Starter
25/4/2026,6447,Starter
25/4/2026,7643,Starter
25/4/2026,8180,Starter
25/4/2026,4515,Consolation
25/4/2026,5834,Consolation
25/4/2026,7938,Consolation
25/4/2026,8487,Consolation
25/4/2026,8508,Consolation
25/4/2026,8627,Consolation
25/4/2026,8628,Consolation
25/4/2026,8916,Consolation
25/4/2026,9424,Consolation
25/4/2026,9728,Consolation
22/4/2026,2791,1st
22/4/2026,3887,2nd
22/4/2026,9327,3rd
22/4/2026,806,Starter
22/4/2026,1279,Starter
22/4/2026,1572,Starter
22/4/2026,1880,Starter
22/4/2026,1995,Starter
22/4/2026,4427,Starter
22/4/2026,5147,Starter
22/4/2026,6500,Starter
22/4/2026,7198,Starter
22/4/2026,8835,Starter
22/4/2026,1495,Consolation
22/4/2026,1597,Consolation
22/4/2026,2043,Consolation
22/4/2026,4436,Consolation
22/4/2026,5645,Consolation
22/4/2026,5992,Consolation
22/4/2026,7546,Consolation
22/4/2026,9726,Consolation
22/4/2026,9889,Consolation
22/4/2026,9927,Consolation
19/4/2026,9815,1st
19/4/2026,9216,2nd
19/4/2026,5414,3rd
19/4/2026,1010,Starter
19/4/2026,1281,Starter
19/4/2026,2866,Starter
19/4/2026,6678,Starter
19/4/2026,7426,Starter
19/4/2026,7506,Starter
19/4/2026,7862,Starter
19/4/2026,8447,Starter
19/4/2026,9359,Starter
19/4/2026,9423,Starter
19/4/2026,3369,Consolation
19/4/2026,5400,Consolation
19/4/2026,6102,Consolation
19/4/2026,6526,Consolation
19/4/2026,6670,Consolation
19/4/2026,6881,Consolation
19/4/2026,9197,Consolation
19/4/2026,9221,Consolation
19/4/2026,9248,Consolation
19/4/2026,9445,Consolation
18/4/2026,8953,1st
18/4/2026,97,2nd
18/4/2026,3609,3rd
18/4/2026,2269,Starter
18/4/2026,3127,Starter
18/4/2026,5808,Starter
18/4/2026,8236,Starter
18/4/2026,8716,Starter
18/4/2026,8799,Starter
18/4/2026,9218,Starter
18/4/2026,9490,Starter
18/4/2026,9738,Starter
18/4/2026,9811,Starter
18/4/2026,1791,Consolation
18/4/2026,2091,Consolation
18/4/2026,2581,Consolation
18/4/2026,2858,Consolation
18/4/2026,3176,Consolation
18/4/2026,3503,Consolation
18/4/2026,4887,Consolation
18/4/2026,5993,Consolation
18/4/2026,6619,Consolation
18/4/2026,8230,Consolation
15/4/2026,3873,1st
15/4/2026,4136,2nd
15/4/2026,3072,3rd
15/4/2026,36,Starter
15/4/2026,313,Starter
15/4/2026,1471,Starter
15/4/2026,3713,Starter
15/4/2026,3749,Starter
15/4/2026,4502,Starter
15/4/2026,5125,Starter
15/4/2026,7647,Starter
15/4/2026,7846,Starter
15/4/2026,8981,Starter
15/4/2026,1927,Consolation
